stop_name,stop_name_kn
HBR 1st Stage BSNL Office,ಹೆಚ್‌ಬಿಆರ್ 1ನೇ ಹಂತ
HBR Layout,ಹೆಚ್‌ಬಿಆರ್‌ ಲೇಔಟ್
HG Palya,ಹೆಚ್‌ಜಿ ಪಾಳ್ಯ
HMT Auditorium,ಹೆಚ್‌ಎಮ್‌ಟಿ ಆಡಿಟೋರಿಯಮ್‌
HMT Auditorium KIAS,ಹೆಚ್‌ಎಮ್‌ಟಿ ಆಡಿಟೋರಿಯಮ್‌ ಕೆಐಎಎಸ್
HMT Club House,ಎಚ್ಎಂಟಿ ಕ್ಲಬ್ ಹೌಸ್
HMT Layout 8th Mile,ಹೆಚ್‌ಎಮ್‌ಟಿ ಲೇಔಟ್‌ 8ನೇ ಮೈಲಿ
HMT Layout R T Nagara,ಎಚ್ಎಂಟಿ ಲೇಔಟ್ ಆರ್ ಟಿ ನಗರ
HMT Post Office,ಹೆಚ್‌ ಎಂ ಟಿ ಅಂಚೆ ಕಛೇರಿ
HMT Siddarthanagara,ಎಚ್ಎಂಟಿ ಸಿದ್ದಾರ್ಥನಗರ
HMT Watch Factory,ಹೆಚ್ಎಂಟಿ ವಾಚ್ ಕಾರ್ಖಾನೆ
HP Petrol Bunk Coles Road,ಎಚ್ ಪಿ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಕೋಲ್ಸ್ ರೋಡ್
HP Petrol Bunk Kakolu,ಎಚ್ಪಿ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಕಾಕೋಳು
HRBR 1st Stage,ಎಚ್ಆರ್ಬಿಆರ್ 1ಎಸ್ಟಿ ಸ್ಟೇಜ್
HRBR Layout Cross,ಹೆಚ್‌ಆರ್‌ಬಿಆರ್‌ ಬಡಾವಣೆ ಕ್ರಾಸ್‌
HSBC,ಹೆಚ್‌ಎಸ್‌ಬಿಸಿ
HSR Lay Out Police Station,ಎಚ್ಎಸ್ಆರ್ ಬಡಾವಣೆ ಆರಕ್ಷಕ ಠಾಣೆ
HSR Layout 2nd Sector,ಎಚ್ಎಸ್ಆರ್ ಲೇಔಟ್ 2ನೇ ಸೆಕ್ಟರ್
HSR Layout Bescom Office,ಎಚ್ಎಸ್ಆರ್ ಬಡಾವಣೆ ಬೆಸ್ಕಾಂ ಆಫೀಸ್
HSR Layout KEB,ಹೆಚ್‌ಎಸ್‌ಆರ್‌ ಬಡಾವಣೆ ಕೆಇಬಿ
HSR Layout Petrol Bunk,ಎಚ್ಎಸ್ಆರ್ ಬಡಾವಣೆ ಪೆಟ್ರೋಲ್ ಬಂಕ್
HSR Layout Police Station,ಹೆಚ್‌ಎಸ್‌ಆರ್‌ ಬಡಾವಣೆ ಆರಕ್ಷಕ ಠಾಣೆ
Hadohalli,ಹಾಡೋಹಳ್ಳಿ
Hadripura,ಹಾದ್ರಿಪುರ
Hagaduru,ಹಗದೂರು
Hagalahalli,ಹಾಗಲಹಳ್ಳಿ
Hakki Pikki Colony,ಹಕ್ಕಿ ಪಿಕ್ಕಿ ಕಾಲನಿ
Hakki Pikki Colony Bannerughatta,ಹಕ್ಕಿ ಪಿಕ್ಕಿ ಕಾಲೋನಿ ಬನ್ನೇರುಘಟ್ಟ
Hakki Pikki Colony Cross,ಹಕ್ಕಿ ಪಿಕ್ಕಿ ಕಾಲೋನಿ ಕ್ರಾಸ್
Hakkipikki Colony Cross,ಹಕ್ಕಿಪಿಕ್ಕಿ ಕಾಲನಿ ಕ್ರಾಸ್
Halage Vaderahalli,ಹಲಗೆ ವಡೇರಹಳ್ಳಿ
Halanayakanahalli,ಹಾಲನಾಯಕನಹಳ್ಳಿ
Halappanahalli,ಹಾಳಪ್ಪನಹಳ್ಳಿ
Halasahalli,ಹಲಸಹಳ್ಳಿ
Halasahalli Cross,ಹಲಸಹಳ್ಳಿ ಕ್ರಾಸ್
Halasuru,ಹಲಸೂರು
Halasuru Police Station,ಹಲಸೂರು ಪೋಲಿಸ್‌ ಠಾಣೆ
Haldenahalli,ಹಲ್ದೇನಹಳ್ಳಿ
Hale Chandapura,ಹಳೇ ಚಂದಾಪುರ
Hale Ooru,ಹಳೇ ಊರು
Halehalli,ಹಳೇ ಹಳ್ಳಿ
Halehalli Cross,ಹಳೇಹಳ್ಳಿ ಕ್ರಾಸ್
Halenahalli Purushanahalli,ಹಾಲೇನಹಳ್ಳಿ ಪುರುಷನಹಳ್ಳಿ
Haleyur,ಹಳೆಯೂರು
Halubhavipalya,ಹಾಲುಭಾವಿಪಾಳ್ಯ
Hampapura,ಹಂಪಾಪುರ
Hampapura Colony Cross,ಹಂಪಾಪುರ ಕಾಲೋನಿ ಕ್ರಾಸ್
Hampi Nagara 7th Main,ಹಂಪಿ ನಗರ 7ತ್ ಮೈನ್
Hampinagara RPC Layout,ಹಂಪಿನಗರ ಆರ್‌ಪಿಸಿ ಬಡಾವಣೆ
Hamsa Farm,ಹಂಸ ಫಾರ್ಮ್
Hancharahalli,ಹಂಚರಹಳ್ಳಿ
Hancharahalli Circle,ಹಂಚರಹಳ್ಳಿ ವೃತ್ತ
Hancharahalli Gate,ಹಂಚರಹಳ್ಳಿ ಗೇಟ್
Hanchipura,ಹಂಚಿಪುರ
Handarahalli,ಹಂದರಹಳ್ಳಿ
Handenahalli,ಹಂದೇನಹಳ್ಳಿ
Handenahalli Attibele,ಹಂದೇನಹಳ್ಳಿ ಅತ್ತಿಬೆಲೆ
Handigutte,ಹಂದಿಗುಟ್ಟೆ
Hangarahalli,ಹಂಗರಹಳ್ಳಿ
Haniyuru,ಹನಿಯೂರು
Hanumagiri Nagara,ಹನುಮಗಿರಿ ನಗರ
Hanuman Temple Beguru,ಹನುಮಾನ್ ದೇವಸ್ಥಾನ ಬೇಗೂರು
Hanumanthanagara Ward Office,ಹನುಮಂತನಗರ ವಾರ್ಡ್ ಆಫೀಸ್
Hanumanthegowdanapalya,ಹನುಮಂತೇಗೌಡನ ಪಾಳ್ಯ
Haragadde,ಹಾರಗದ್ದೆ
Haragadde Cross,ಹಾರಗದ್ದೆ ಕ್ರಾಸ್
Haralur Junction,ಹರಳೂರ್‌ ಜಂಕ್ಷನ್
Haraluru,ಹರಳೂರು
Haraluru Cross,ಹರಳೂರು ಕ್ರಾಸ್
Haraluru Gate,ಹರಳೂರು ಗೇಟ್
Harapanahalli,ಹರಪನಹಳ್ಳಿ
Harapanahalli Village,ಹರಪನಹಳ್ಳಿ ವಿಲೇಜ್
Hari Nagara Cross,ಹರಿ ನಗರ ಕ್ರಾಸ್
Haridasa Nagara,ಹರಿದಾಸನಗರ
Harisandra,ಹರಿಸಂದ್ರ
Harisandra Cross,ಹರಿಸಂದ್ರ ಕ್ರಾಸ್
Harishchandra Ghat,ಹರಿಶ್ಚಂದ್ರ ಘಾಟ್
Harohalli,ಹಾರೋಹಳ್ಳಿ
Harohalli Depot,ಹಾರೋಹಳ್ಳಿ ಘಟಕ
Harohalli Gate,ಹಾರೋಹಳ್ಳಿ ಗೇಟ್
Harohalli Palya,ಹಾರೋಹಳ್ಳಿ ಪಾಳ್ಯ
Harohalli Petrol bunk,ಹಾರೋಹಳ್ಳಿ ಪೆಟ್ರೋಲ್ ಬಂಕ್
Harokyatanahalli,ಹಾರೋಕ್ಯಾತನಹಳ್ಳಿ
Harokyathanahalli,ಹಾರೋಕ್ಯಾತನಹಳ್ಳಿ
Harsha Institute,ಹರ್ಷ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್
Hasanath College,ಹಸನತ್‌ ಕಾಲೇಜು
Hasanath College Hennur Bande,ಹಸನತ್ ಕಾಲೇಜು ಹೆಣ್ಣೂರು ಬಂಡೆ
Hasigaala,ಹಸಿಗಾಳ
Hasiruvalli,ಹಸಿರುವಲ್ಲಿ
Hasiruvalli Cross,ಹಸಿರುವಳ್ಳಿ ಕ್ರಾಸ್
Hasiruvallipalya,ಹಸಿರುವಳ್ಳಿಪಾಳ್ಯ
Havanur Circle,ಹಾವನೂರ್‌ ವೃತ್ತ
Hazarath Tippu Nagara,ಹಜರತ್‌ ಟಿಪ್ಪು ನಗರ
Head Start School Gate,ಹೆಡ್ ಸ್ಟಾರ್ಟ್ ಸ್ಕೂಲ್ ಗೇಟ್
Head Start School Kommasandra,ಹೆಡ್‌ ಸ್ಟಾರ್ಟ್‌ ಶಾಲೆ ಕೊಮ್ಮಸಂದ್ರ
Hebbagodi,ಹೆಬ್ಬಗೋಡಿ
Hebbala,ಅಲ್ಲಾಳಸಂದ್ರ ಗೇಟ್ ಫ್ಲೈ
Hebbala Bridge,ಹೆಬ್ಬಾಳ ಬ್ರಿಡ್ಜ್
Hedakanahalli,ಹೆಡಕನಹಳ್ಳಿ
Heelalige,ಹೀಳಲಿಗೆ
Heelalige Cross,ಹೀಳಲಿಗೆ ಕ್ರಾಸ್
Heggadadevanapura,ಹೆಗ್ಗಡದೇವನಪುರ
Heggadagere,ಹೆಗ್ಗಡಗೆರೆ
Heggadagere Cross,ಹೆಗ್ಗಡಗೆರೆ ಕ್ರಾಸ್‌
Heggadagere Site,ಹೆಗ್ಗಡಗೆರೆ ಸೈಟ್
Hegganahalli,ಹೆಗ್ಗನಹಳ್ಳಿ
Hegganahalli Cross,ಹೆಗ್ಗನಹಳ್ಳಿ ಕ್ರಾಸ್
Hegganahalli Gate,ಹೆಗ್ಗನಹಳ್ಳಿ ಗೇಟ್
Heggondanahalli,ಹೆಗ್ಗೊಂಡನಹಳ್ಳಿ
Hejjala,ಹೆಜ್ಜಾಲ
Hejjala Colony,ಹೆಜ್ಜಾಲ ಕಾಲೋನಿ
Hejjala Cross,ಹೆಜ್ಜಾಲ ಕ್ರಾಸ್
Helicopter Division,ಹೆಲಿಕಾಪ್ಟರ್‌ ಡಿವಿಜನ್
Heligehalli,ಹೇಳಿಗೆಹಳ್ಳಿ
Heligehalli Colony,ಹೇಳಿಗೆಹಳ್ಳಿ ಕಾಲೋನಿ
Hemapura,ಹೇಮಪುರ
Hemmigepura,ಹೆಮ್ಮಿಗೆಪುರ
Hennagara,ಹೆಣ್ಣಗಾರ
Hennagara Dinne,ಹೆಣ್ಣಗಾರ ದಿನ್ನೆ
Hennagara Gate,ಹೆನ್ನಾಗರ ಗೇಟ್
Hennur,ಹೆಣ್ಣೂರ್
Hennur Bande Sai Baba Temple,ಹೆಣ್ಣೂರು ಬಂಡೆ ಸಾಯಿ ಬಾಬಾ ಟೆಂಪಲ್
Hennur Junction,ಹೆಣ್ಣೂರ್‌ ಜಂಕ್ಷನ್
Hennuru Junction,ಹೆಣ್ಣೂರು ಜಂಕ್ಷನ್
Heritage Estate Rajanukunte,ಹೆರಿಟೇಜ್‌ ಎಸ್ಟೇಟ್‌ ರಾಜಾನುಕುಂಟೆ
Herohalli Cross,ಹೇರೋಹಳ್ಳಿ ಕ್ರಾಸ್
Herohalli Cross1,ಹೇರೋಹಳ್ಳಿ ಕ್ರಾಸ್1
Herohalli Sunkadakatte,ಹೇರೋಹಳ್ಳಿ ಸುಂಕದಕಟ್ಟೆ
Hesaraghatta,ಹೆಸರಾಘಟ್ಟ
Hesaraghatta TB Cross,ಹೆಸರಘಟ್ಟ ಟಿಬಿ ಕ್ರಾಸ್
Hesaraghatta Work shop,ಹೆಸರಘಟ್ಟ ವರ್ಕ್‌ಶಾಪ್
Hesaraghatta Workshop,ಹೆಸರಘಟ್ಟ ವರ್ಕ್‌ಶಾಪ್
High Ground Police Station,ಹೈ ಗ್ರೌಂಡ್‌ ಪೊಲೀಸ್‌ ಸ್ಟೇಷನ್‌
High School Sondekoppa,ಸೊಂಡೆಕೊಪ್ಪ ಹೈ ಸ್ಕೂಲ್‌
High School Tharahunase,ತರಹುಣಸೆ ಫ್ರೌಢಶಾಲೆ
Hilal Nagara Cross HBR Layout,ಹಿಲಾಲ್‌ ನಗರ ಕ್ರಾಸ್‌ ಹೆಚ್‌ಬಿಆರ್‌ ಬಡಾವಣೆ
Himagiri,ಹಿಮಗಿರಿ
Hindiganala,ಹಿಂಡಿಗನಾಳ
Hinnakki,ಹಿನ್ನಕ್ಕಿ
Hinnakki Gate,ಹಿನ್ನಕ್ಕಿ ಗೇಟ್‌
Hinnakki Village,ಹಿಂನಕ್ಕಿ ವಿಲ್ಲಗೆ
Hiranandani Villas,ಹಿರಾನಂದನಿ ವಿಲಾಸ್
Hittarahalli,ಹಿತ್ತರಹಳ್ಳಿ
Hittarahalli Gate,ಹಿತ್ತರಹಳ್ಳಿ ಗೇಟ್
Holiday Village Apartment,ಹಾಲಿಡೇ ವಿಲೆಜ್‌ ಅಪಾರ್ಟ್‌ಮೆಂಟ್‌
Hombalamma Kere,ಹೊಂಬಾಳಮ್ಮ ಕೆರೆ
Hombalammanapete,ಹೊಂಬಳಮ್ಮನಪೇಟೆ
Hommadevanahalli,ಹೊಮ್ಮದೇವನಹಳ್ಳಿ
Hommadevanahalli Cross,ಹೊಮ್ಮದೇವನಹಳ್ಳಿ ಕ್ರಾಸ್
Hompalaghatta,ಹೊಂಪಲಘಟ್ಟ
Honachenahalli,ಹೊನಚೇನಹಳ್ಳಿ
Honaganahatti,ಹೊನ್ನಗನಹಟ್ಟಿ
Hongasandra,ಹೊಂಗಸಂದ್ರ
Hongasandra MICO Layout,ಹೊಂಗಸಂದ್ರ ಮೈಕೊ ಬಡಾವಣೆ
Hongasandra Metro Station,ಹೊಙಸಂದ್ರ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Hongemara Managal,ಹೊಂಗೆಮರ ಮನಗಲ್
Hongemara Shivanahalli,ಶಿವನಹಳ್ಳಿ ಹೊಂಗೇಮರ
Honnadevanapura,ಹೊನ್ನದೇವನಪುರ
Honnakalasapura Cross,ಹೊನ್ನಕಳಸಾಪುರ ಕ್ರಾಸ್‌
Honnalagana Doddy,ಹೊನ್ನಲಗನ ದೊಡ್ಡಿ
Honnasandra,ಹೊನ್ನಸಂದ್ರ
Honnasandra Cross,ಹೊನ್ನಸಂದ್ರ ಕ್ರಾಸ್
Honnavara,ಹೊನ್ನವರ
Honnavara Gate,ಹೊನ್ನಾವರ ಗೇಟ್‌
Honnayyanapalya,ಹೊನ್ನಯ್ಯನಪಾಳ್ಯ
Honnenahalli,ಹೊನ್ನೇನಹಳ್ಳಿ
Hoodi,ಹೂಡಿ
Hoodi Metro Station,ಹೂಡಿ ಮೆಟ್ರೊ ನಿಲ್ದಾಣ
Hoovinayakanahalli,ಹೂವಿನಾಯಕನಹಳ್ಳಿ
Hoovinayakanahalli Gate,ಹೂವಿನಾಯಕನಹಳ್ಳಿ ಗೇಟ್
Hope Farm,ಹೋಪ್‌ ಫಾರ್ಮ್
Horamavu,ಹೊರಮಾವು
Horamavu Agara,ಹೊರಮಾವು ಅಗರ
Horamavu Signal,ಹೊರಮಾವು ಸಿಗ್ನಲ್
Hosa Doddy,ಹೊಸ ದೊಡ್ಡಿ
Hosa Doddy Gate,ಹೊಸ ದೊಡ್ಡಿ ಗೇಟ್
Hosa Hudya,ಹೊಸ ಹುಡ್ಯ
Hosa Road,ಹೊಸ ರೋಡ್‌
Hosa Road FLY,ಹೊಸ ರೋಡ್‌ ಮೆಲ್ಸೇತುವೆ
Hosa Road Metro Station,ಹೊಸ ರೊದ್ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Hosahalli,ಹೊಸಹಳ್ಳಿ
Hosahalli Cross Devanagondi,ಹೊಸಹಳ್ಳಿ ಕ್ರಾಸ್‌ ದೇವನಗೊಂದಿ
Hosahalli Gate,ಹೊಸಹಳ್ಳಿ ಗೇಟ್
Hosahalli Kodagalahatti,ಹೊಸಹಳ್ಳಿ ಕೊಡಗಲಹಟ್ಟಿ
Hosahalli Road Junction,ಹೊಸಹಳ್ಳಿ ರಸ್ತೆ ಜಂಕ್ಷನ್
Hosahallipalya,ಹೊಸಹಳ್ಳಿಪಾಳ್ಯ
Hosakerehalli  Junction,ಹೊಸಕೆರೆಹಳ್ಳಿ ಜಂಕ್ಷನ್
Hosakerehalli Petrol Bunk,ಹೊಸಕೆರೆಹಳ್ಳಿ ಪೆಟ್ರೋಲ್ ಬಂಕ್
Hosakote Ayyappa Temple,ಹೊಸಕೋಟೆ ಅಯ್ಯಪ್ಪ ದೇವಸ್ಥಾನ
Hosakote BEO office,ಹೊಸಕೋಟೆ ಬಿಇಒ ಆಫೀಸ್
Hosakote Bus Stand,ಹೊಸಕೋಟೆ ಬಸ್ ನಿಲ್ದಾಣ
Hosakote Bus Station,ಹೊಸಕೋಟೆ ಬಸ್ ನಿಲ್ದಾಣ
Hosakote Flower Market,ಹೊಸಕೋಟೆ ಹೂವಿನ ಮಾರುಕಟ್ಟೆ
Hosakote Govt Hospital,ಹೊಸಕೋಟೆ ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ
Hosakote High School,ಹೊಸಕೋಟೆ ಫ್ರೌಢಶಾಲೆ
Hosakote K E B Circle,ಹೊಸಕೋಟೆ ಕೆ ಇ ಬಿ ವೃತ್ತ
Hosakote Kodi,ಹೊಸಕೋಟೆ ಕೊಡಿ
Hosakote Toll,ಹೊಸಕೋಟೆ ಟೋಲ್
Hosapalya,ಹೊಸಪಾಳ್ಯ
Hosapalya Colony,ಹೊಸಪಾಳ್ಯ ಕಾಲೋನಿ
Hosapalya Kudlu Gate,ಹೊಸಪಾಳ್ಯ ಕೂಡ್ಲು ಗೇಟ್
Hosapete,ಹೊಸಪೇಟೆ
Hosapete Gate,ಹೊಸಪೇಟೆ ಗೇಟ್
Hoskerehalli,ಹೊಸಕೆರೆಹಳ್ಳಿ
Hoskerehalli Cross,ಹೊಸಕೆರೆಹಳ್ಳಿ ಕ್ರಾಸ್
Hoskerehalli Kerekodi,ಹೊಸಕೆರೆಹಳ್ಳಿ  ಕೆರೆಕೋಡಿ
Hosmat Hospital,ಹಾಸ್‌ ಮ್ಯಾಟ್‌ ಆಸ್ಪತ್ರೆ
Hospital K Gollahalli,ಹಾಸ್ಪಿಟಲ್ ಕೆ ಗೊಲ್ಲಹಳ್ಳಿ
Hosur Road junction,ಹೊಸೂರು ರೋಡ್ ಜಂಕ್ಷನ್
Hosur Road junction 1,ಹೊಸೂರು ರೋಡ್ ಜಂಕ್ಷನ್ 1
Hosuru,ಹೊಸೂರು
Hosuru Bande,ಹೊಸೂರು ಬಂಡೆ
Hotel Emerald,ಹೋಟೆಲ್‌ ಎಮ್ರಾಲ್ಡ್
Hoysalanagara Vinayaka Circle,ಹೋಯ್ಸಳನಗರ ವಿನಾಯಕ  ವೃತ್ತ
Huchammanadoddi,ಹುಚ್ಚಮ್ಮನದೊಡ್ಡಿ
Hugarapalya,ಹುಗಾರಪಾಳ್ಯ
Hulimangala,ಹುಲಿಮಂಗಲ
Hulimangala Cross,ಹುಲಿಮಂಗಲ ಕ್ರಾಸ್
Hulimangala Hosakote,ಹುಲಿಮಂಗಲ ಹೊಸಕೋಟೆ
Hulimavu,ಹುಳಿಮಾವು
Hulimavu Gate,ಹುಲಿಮಾವು ಗೇಟ್
Hullahalli Cross,ಹುಲ್ಲಹಳ್ಳಿ ಕ್ರಾಸ್‌
Hullahalli Village,ಹುಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮ
Hullegowdanahalli,ಹುಲ್ಲೇಗೌಡನಹಳ್ಳಿ
Hullegowdanahalli Cross,ಹುಲ್ಲೇಗೌಡನಹಳ್ಳನಹಳ್ಳಿ ಕ್ರಾಸ್
Huluvenahalli,ಹುಲುವೇನಹಳ್ಳಿ
Huluvenahalli Gate,ಹುಳುವೇನಹಳ್ಳಿ ಗೇಟ್
Hunasamaranahalli,ಹುಣಸಮಾರನಹಳ್ಳಿ
Hunasamaranahalli FLY,ಹುಣಸಮಾರನಹಳ್ಳಿ ಫ್ಲೈ
Hunaseghattapalya,ಹುಣಸೆಘಟ್ಟಪಾಳ್ಯ
Hunasemara,ಹುಣಸೆಮರ ಬನಶಂಕರಿ
Hunasemaradapalya,ಹುಣಸೆಮರದಪಾಳ್ಯ
Hunasenahalli,ಹುಣಸೆನಹಳ್ಳಿ
Hunasuru,ಹುಣಸೂರು
Hunasuru Junction,ಹುಣಸೂರು ಜಂಕ್ಷನ್
Hunnigere,ಹುಣ್ಣಿಗೆರೆ
Hunnigere Cross,ಹುಣ್ಣಿಗೆರೆ ಕ್ರಾಸ್
Huralagere,ಹುರಳಗೆರೆ
Hurali Chikkanahalli,ಹುರಳಿ ಚಿಕ್ಕನಹಳ್ಳಿ
Huralihalli,ಹುರಳಿಹಳ್ಳಿ
Huskur,ಹುಸ್ಕೂರ್‌
Huskur Bare,ಹುಸ್ಕೂರು ಬಾರೆ
Huskur Cross,ಹುಸ್ಕೂರ್‌ ಕ್ರಾಸ್
Huskur Gate,ಹುಸ್ಕೂರ್‌ ಗೇಟ್
Huskur Village,ಹುಸ್ಕೂರು ಗ್ರಾಮ
Huttanahalli,ಹುಟ್ಟನಹಳ್ಳಿ
Huttanahalli Basaveshwara Circle,ಹುಟ್ಟನಹಳ್ಳಿ ಬಸವೇಶ್ವರ ಸರ್ಕಲ್
Huttanahalli Cross,ಹುಟ್ಟನಹಳ್ಳಿ ಬಸವೇಶ್ವರ ಸರ್ಕಲ್
Hyadalu,ಹ್ಯಾಡಾಳು
I Basapura,ಐ ಬಸಾಪುರ
I Gate,ಐ ಗೇಟ್
IAF Jalahalli,ಐಎಎಫ್‌ ಜಾಲಹಳ್ಳಿ
IBM Gate,ಐಬಿಎಮ್‌ ಗೇಟ್‌
ICT SMS India PVT Limited Peenya,ಐಸಿಟಿ ಎಸ್‌ಎಮ್‌ಎಸ್‌ ಇಂಡಿಯಾ ಪ್ರೈವೇಟ್‌ ಲಿಮಿಟೆಡ್‌ ಪೀಣ್ಯ
ICT SMS India Pvt Ltd GGP,ಐಸಿಟಿ ಎಸ್‌ಎಮ್‌ಎಸ್‌ ಇಂಡಿಯಾ ಪ್ರೈವೇಟ್‌ ಲಿಮಿಟೆಡ್‌ ಗೊರಗುಂಟೆಪಾಳ್ಯ
IGNOU Singena Agrahara,ಇಂದಿರಾ ಗಾಂಧಿ ಮುಕ್ತ ವಿಶ್ವ ವಿದ್ಯಾಲಯ ಸಿಂಗೇನ ಅಗ್ರಹಾರ
IIBSC College Muttugadahalli,ಐಬಿಎಸ್ಸಿ ಕಾಲೇಜ್ ಮುತ್ತುಗದಹಳ್ಳಿ
IIHS Bettanapalya,ಐಹ್ಸ್ ಬೆಟ್ಟನಪಾಳ್ಯ
IIHS Sadashivanagara,ಐಹ್ಸ್ ಸದಾಶಿವನಗರ
IOC Circle,ಐಒಸಿ ವೃತ್ತ
ISHA FOUNDATION,ಇಶಾ ಫೌಂಡೇಶನ್
ISKCON Temple Maruthinagara,ಇಸ್ಕ್ಕೊಂ ಟೆಂಪ್ಲೆ ಮರುತಿನಗರ
ISRO Karthik Nagara,ಇಸ್ರೋ ಕಾರ್ತಿಕ್‌ ನಗರ
ISRO Layout,ಇಸ್ರೋ ಬಡಾವಣೆ
ISRO Layout CRPF,ಇಸ್ರೋ ಬಡಾವಣೆ ಸಿಆರ್‌ಪಿಎಫ್
ISRO Murugeshpalya,ಇಸ್ರೋ ಮುರುಗೇಶಪಾಳ್ಯ
ISRO Quarters Jalahalli,ಇಸ್ರೋ ಕ್ವಾಟ್ರಸ್‌ ಜಾಲಹಳ್ಳಿ
ISRO Quarters Vijayanagara,ಇಸ್ರೋ ಕ್ವಾಟ್ರಸ್‌ ವಿಜಯನಗರ
IT Park Bagalur,ಐಟಿ ಪಾರ್ಕ್‌ ಬಾಗಲೂರು
IT Park bagalur,ಐಟಿ ಪಾರ್ಕ್‌ ಬಾಗಲೂರು
ITC Factory,ಐ ಟಿ ಸಿ ಫ್ಯಾಕ್ಟರಿ
ITC Factory Fly,ಐಟಿಸಿ ಫ್ಯಾಕ್ಟರಿ ಫ್ಲೈ
ITI Circle,ಐ ಟಿ ಐ ವೃತ್ತ
ITI Colony Gate,ಐ ಟಿ ಐ ಕಾಲೋನಿ ಗೇಟ್‌
ITI Factory,ಐಟಿಐ ಕಾರ್ಖಾನೆ
ITI Layout,ಐಟಿಐ ಬಡಾವಣೆ
ITI Layout Cross,ಐಟಿಐಟ್‌ ಬಡಾವಣೆ ಕ್ರಾಸ್
ITI Layout Somasandra palya,ಐಟಿಐ ಬಡಾವಣೆ ಸೋಮಸಂದ್ರ  ಪಾಳ್ಯ
ITPL,ಐಟಿಪಿಎಲ್
ITPL Back Gate Big Bazzar,ಐಟಿಪಿಎಲ್ ಬ್ಯಾಕ್ ಗೇಟ್ ಬಿಗ್ ಬಜಾರ್
ITPL Metro Station,ಐಟಿಪಿಎಲ್ ಮೆಟ್ರೊ ನಿಲ್ದಾಣ
Ibbaluru,ಇಬ್ಬಲೂರು
Ice Factory Veerananjipura,ಐಸ್‌ ಫ್ಯಾಕ್ಟರಿ ವೀರನಂಜಿಪುರ
Ice Factory Veeranannipura,ಐಸ್‌ ಫ್ಯಾಕ್ಟರಿ ವೀರನಂಜಿಪುರ
Ichangur,ಇಚ್ಚಂಗೂರ್
Ideal Homes,ಐಡಿಯಲ್ ಹೋಮ್ಸ್
Iggluru,ಇಗ್ಗಲೂರು
Ilathore Cross,ಇಳಥೊರೆ ಕ್ರಾಸ್‌
Iliyas Nagara,ಇಲಿಯಾಸ್‌ ನಗರ
Ilyas Nagara,ಇಲಿಯಾಸ್ ನಗರ
Ilyas Nagara Junction,ಇಲಿಯಾಸ್ ನಗರ ಜಂಕ್ಷನ್
Immadihalli,ಇಮ್ಮಡಿಹಳ್ಳಿ
Inchara Hotel JP Nagar,ಇಂಚರ ಹೋಟೆಲ್ ಜೆಪಿ ನಗರ
Inchara Hotel/Zaitoon,ಇಂಚರ ಹೋಟೆಲ್/ಜೈಟೂನ್
Income Tax Layout,ಇನ್ಕಮ್ ಟ್ಯಾಕ್ಸ್ ಲೇಔಟ್
Indian Air Force,ಐಎಎಫ್ ಇಂಡಿಯನ್‌ ಏರ್‌ ಫೋರ್ಸ
Indian Air Force FLY,ಇಂಡಿಯನ್ ಏರ್ ಫೋರ್ಸ್ ಫ್ಲೈ
Indian Express,ಇಂಡಿಯನ್‌ ಎಕ್ಸ್‌ ಪ್ರೆಸ್
Indian Institute of Horticultural Research,ಇಂಡಿಯನ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ ಆಫ್ ಹಾರ್ಟಿಕಲ್ಚರಲ್ ರಿಸರ್ಚ್
Indian Institute of Horticultural Research TB,ಇಂಡಿಯನ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ ಆಫ್ ಹಾರ್ಟಿಕಲ್ಚರಲ್ ರಿಸರ್ಚ್
Indian Oil,ಇಂಡಿಯನ್‌ ಆಯಿಲ್‌
Indira Canteen,ಇಂದಿರಾ ಕ್ಯಾಂಟೀನ್
Indira Nursing Home,ಇಂದಿರಾ ನರ್ಸಿಂಗ್‌ ಹೋಮ್‌
Indira Priyadarshini Nagara,ಇಂದಿರಾ ಪ್ರಯದರ್ಶಿನಿ ನಗರ
Indiragandhi Circle,ಇಂದಿರಾಗಾಂಧಿ ವೃತ್ತ
Indiranagar Grama,ಇಂದಿರಾನಗರ ಗ್ರಾಮ
Indiranagara,ಇಂದಿರಾನಗರ
Indiranagara 100ft Road,ಇಂದಿರಾನಗರ 100ಅಡಿ ರಸ್ತೆ
Indiranagara 12th Main,ಇಂದಿರಾನಗರ 12ನೇ ಮೈನ್‌
Indiranagara 6th Main,ಇಂದಿರಾನಗರ 6ನೇ ಮುಖ್ಯರಸ್ತೆ
Indiranagara Metro Station,ಇಂದಿರಾನಗರ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
