stop_name,stop_name_kn
Kumbalagodu,ಕುಂಬಳಗೋಡು
Kumbalagunte Cross,ಕುಂಬಳಗುಂಟೆ ಕ್ರಾಸ್
Kumbalahalli,ಕುಂಬಳಹಳ್ಳಿ
Kumbara Doddy,ಕುಂಬಾರ ದೊಡ್ಡಿ
Kumbarahalli,ಕುಂಬಾರಹಳ್ಳಿ
Kumbarahalli Cross,ಕುಂಬಾರಹಳ್ಳಿ ಕ್ರಾಸ್
Kumbaranahalli,ಕುಂಬಾರನಹಳ್ಳಿ
Kumbena Agrahara,ಕುಂಬೇನ ಅಗ್ರಹಾರ
Kundalahalli,ಕುಂದಲಹಳ್ಳಿ
Kundalahalli Colony,ಕುಂದಲಹಳ್ಳಿ ಕಾಲೋನಿ
Kundalahalli Gate,ಕುಂದಲಹಳ್ಳಿ ಗೇಟ್
Kundalahalli Metro Station,ಕುಂದಲಹಲ್ಲಿ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Kundalapura,ಕುಂಡಲಾಪುರ
Kundana,ಕುಂದಾಣ
Kundana Circle,ಕುಂದಾಣ ವೃತ್ತ
Kundana Cross,ಕುಂದಾಣ ಕ್ರಾಸ್
Kuppa SiddanaDoddy,ಕುಪ್ಪ ಸಿದ್ದನ ದೊಡ್ಡಿ
Kuppareddy Kere,ಕುಪ್ಪರೆಡ್ಡಿ ಕೆರೆ
Kuppemala,ಕುಪ್ಪೆ ಮಾಳ
Kurubara Gunte,ಕುರುಬರ ಗುಂಟೆ
Kurubara Karenahalli,ಕುರುಬರ ಕರೇನಹಳ್ಳಿ
Kurubarahalli,ಕುರುಬರಹಳ್ಳಿ
Kurubarahalli Cross,ಕುರುಬರಹಳ್ಳಿ ಕ್ರಾಸ್
Kurubarahalli Gate,ಕುರುಬರಹಳ್ಳಿ ಗೇಟ್
Kurubarakunte Cross,ಕುರುಬರಕುಂಟೆ ಕ್ರಾಸ್
Kurubarapalya,ಕುರುಬರಪಾಳ್ಯ
Kurudu Sonnenahalli,ಕುರುಡು ಸೊನ್ನೇನಹಳ್ಳಿ
Kurudu Sonnenahalli Cross,ಕುರುಡು ಸೊನ್ನೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Kuthaganahalli,ಕೂತಗಾನಹಳ್ಳಿ
Kuthaganahalli Cross,ಕೂತಗಾನಹಳ್ಳಿ ಕ್ರಾಸ್
Kuvempu Circle,ದೇವಸಂದ್ರ ಚಿಕ್ಕಮರನಹಳ್ಳಿ
Kuvempu Circle 1,ಕುವೆಂಪು ವೃತ್ತ 1
Kuvempunagara,ಕುವೆಂಪುನಗರ
Kuvempunagara ( BTM Layout),ಕುವೆಂಪುನಗರ ( ಬ್ಟ್ಂ ಲಯೌಟ್)
Kuvempunagara Bus Station,ಕುವೆಂಪುನಗರ ಬಸ್ ನಿಲ್ದಾಣ
Kuvempunagara Bus Station(BTM Layout),ಕುವೆಂಪುನಗರ ಬುಸ್ ಸ್ಟಟಿೊಂ(ಬ್ಟ್ಂ ಲಯೌಟ್)
Kuvempunagara Bus station,ಕುವೆಂಪುನಗರ ಬಸ್ ನಿಲ್ದಾಣ
Kuvempunagara Bus station (BTM Layout),ಕುವೆಂಪುನಗರ ಬುಸ್ ಸ್ಟಟಿೊಂ (ಬ್ಟ್ಂ ಲಯೌಟ್)
Kyalasanahalli,ಕ್ಯಾಲಸನಹಳ್ಳಿ
Kyalasanahalli Cross,ಕ್ಯಾಲಸನಹಳ್ಳಿ ಕ್ರಾಸ್
L and T Factory Doddaballapura,ಎಲ್‌ ಅಂಡ್‌ ಟಿ ಫ್ಯಾಕ್ಟರಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ
L and T South City,ಎಲ್ ಅಂಡ್ ಟಿ ಸೌತ್ ಸಿಟಿ
LAKE VIEW appartment near beedi colony,ಲೇಕ್ ವ್ಯೂ ಅಪಾರ್ಟ್ಮೆಂಟ್ ನಿಯರ್ ಬೀಡಿ ಕಾಲನಿ
LG Godown,ಎಲ್‌ ಜಿ ಗೋದಾಮು
LIC Colony,ಎಲ್‌ ಐ ಸಿ ಕಾಲೋನಿ
LR Bande,ಎಲ್ಆರ್ ಬಂಡೆ
LTG Aishwarya,ಎಲ್ಟಿಜಿ ಐಶ್ವರ್ಯ
LTG Indraprastha,ಎಲ್ಟಿಜಿ ಇಂದ್ರಪ್ರಸ್ಥ
Laggere Bridge,ಲಗ್ಗೆರೆ ಸೇತುವೆ
Laggere Cross,ಲಗ್ಗೆರೆ ಕ್ರಾಸ್
Laggere New Bus Stand,ಲಗ್ಗೆರೆ ಹೊಸ ಬಸ್‌ ನಿಲ್ದಾಣ
Lagumenahalli Circle,ಲಗುಮೇನಹಳ್ಳಿ ವೃತ್ತ
Lagumenahalli Cross,ಲಗುಮೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Lake Montfort School Sonnenahalli,ಲೇಕ್‌ ಮಾಂಟ್ ಪೋರ್ಟ್‌ ಶಾಲೆ ಸೊನ್ನೇನಹಳ್ಳಿ
Lake Side Hospital,ಲೇಕ್‌ ಸೈಡ್‌ ಆಸ್ಪತ್ರೆ
Lakeshore Garden,ಲೇಕ್‌ ಶೋರ್‌ ಉದ್ಯಾನವನ
Lakkaiahana Doddy,ಲಕ್ಕಯ್ಯನ ದೊಡ್ಡಿ
Lakkaiahanapalya,ಲಕ್ಕಯ್ಯನಪಾಳ್ಯ
Lakkaiahnapalya,ಲಕ್ಕಯ್ಯನಪಾಳ್ಯ
Lakkaiahnapalya 1,ಲಕ್ಕಯ್ಯನಪಾಳ್ಯ 1
Lakkappanahalli,ಲಕ್ಕಪ್ಪನಹಳ್ಳಿ
Lakkappanhalli,ಲಕ್ಕಪ್ಪನಹಳ್ಳಿ
Lakkasandra,ಲಕ್ಕಸಂದ್ರ
Lakkasandra Cross T Beguru,ಲಕ್ಕಸಂದ್ರ ಕ್ರಾಸ್ ಟಿ ಬೇಗೂರು
Lakkayyana Doddy,ಲಕ್ಕಯ್ಯನ ದೊಡ್ಡಿ
Lakkenahalli Cross,ಲಕ್ಕೇನಹಳ್ಳಿ ಕ್ರಾಸ್‌
Lakkenahalli Junction Sondekoppa Road,ಲಕ್ಕೇನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಸೊಂಡೆಕೊಪ್ಪ ರೋಡ್
Lakkenahalli Village Sondekoppa,ಲಕ್ಕೇನಹಳ್ಳಿ ಗ್ರಾಮ ಸೊಂಡೆಕೊಪ್ಪ
Lakkondahalli,ಲಕ್ಕೊಂಡಹಳ್ಳಿ
Lakkondahalli Gate,ಲಕ್ಕೊಂಡಹಳ್ಳಿ ಗೇಟ್
Lakkondahalli Temple,ಲಕ್ಕೊಂಡಹಳ್ಳಿ‌ ದೇವಸ್ಥಾನ
Lakkuppe,ಲಕ್ಕುಪ್ಪೆ
Lakkur,ಲಕ್ಕೂರು
Lakshmaiah Badavane,ಲಕ್ಷ್ಮಯ್ಯ ಬಡಾವಣೆ
Lakshman Rao Nagara Anepalya,ಲಕ್ಷ್ಮಣ ರಾವ್ ನಗರ ಆನೇಪಾಳ್ಯ
Lakshmi Devastana,ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನ
Lakshmi Institution,ಲಕ್ಷ್ಮಿ ಿಂಸ್ಟಿಟುಟಿೊಂ
Lakshmi Layout,ನೈಸ್‌ ರಸ್ತೆ 16 ನೇ ಮೈಲಿಗಲ್ಲು
Lakshmi Temple,ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನ
Lakshmi Venkateshwara Temple,ಲಕ್ಷ್ಮಿ ವೆಂಕಟೇಶ್ವರ ಟೆಂಪಲ್
Lakshmidevi Nagara,ಲಕ್ಷ್ಮಿದೇವಿ ನಗರ
Lakshmidevi Nagara Cross,ಲಕ್ಷ್ಮೀದೇವಿ ನಗರ ಕ್ರಾಸ್
Lakshmipura,ಲಕ್ಷ್ಮಿಪುರ
Lakshmipura Cross,ಲಕ್ಷ್ಮೀಪುರ ಕ್ರಾಸ್
Lakshmipura Kalkere,ಲಕ್ಷ್ಮೀಪುರ ಕಲ್ಕೆರೆ
Lakshmisagara,ಲಕ್ಷ್ಮಿಸಾಗರ
Lakshmisagara Cross,ಲಕ್ಷ್ಮಿಸಾಗರ ಕ್ರಾಸ್
Lal Bahaddur Shastri Nagara,ಲಾಲ್‌ ಬಹದ್ದೂರ್‌ ಶಾಸ್ತ್ರಿ ನಗರ
Lalbagh Hopcoms,ಲಾಲ್‌ಬಾಗ್‌  ಹಾಪ್ ಕಾಮ್ಸ್
Lalbagh Main Gate,ಲಾಲ್ ಬಾಗ್ ‌ಮುಖ್ಯದ್ವಾರ
Lalbagh Metro Station,ಲಲ್ಬಘ್ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Lalbagh West Gate,ಲಾಲ್‌ ಬಾಗ್‌ ಪಶ್ಚಿಮ ದ್ವಾರ
Lalbagh West Gate (Lalbagh Metro Station),ಲಲ್ಬಘ್ ವೆಸ್ಟ್ ಗಟೆ (ಲಲ್ಬಘ್ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ)
Lavanya Talkies,ಲಾವಣ್ಯ‌ ಚಿತ್ರಮಂದಿರ
Laxman Rao Nagara,ಲಕ್ಷ್ಮಣ ರಾವ್ ನಗರ
Leelavathi Estate,ಲೀಲಾವತಿ ಎಸ್ಟೇಟ್
Lido Talkies,ಲಿಡೋ ಚಿತ್ರಮಂದಿರ
Life Style,ಲೈಫ್ ಸ್ಟೈಲ್
Lingadeera Mallsandra,ಲಿಂಗಧೀರ ಮಲ್ಲಸಂದ್ರ
Lingadeera Mallsandra Cross,ಲಿಂಗಧೀರ ಮಲ್ಲಸಂದ್ರ ಕ್ರಾಸ್
Lingadeeranahalli,ಲಿಂಗಧೀರನಹಳ್ಳಿ
Linganahalli,ಲಿಂಗನಹಳ್ಳಿ
Linganahalli Gate,ಲಿಂಗನಹಳ್ಳಿ ಗೇಟ್
Lingapura,ಲಿಂಗಾಪುರ
Lingapura Cross,ಲಿಂಗಾಪುರ ಕ್ರಾಸ್
Lingarajapura,ಲಿಂಗರಾಜಪುರ
Lingarajapura Bridge,ಲಿಂಗರಾಜಪುರ ಬ್ರಿಡ್ಜ್
Lingarajapura Indira Canteen,ಲಿಂಗರಾಜಪುರ ಇಂದಿರಾ ಕ್ಯಾಂಟೀನ್
Lingarajapura KHB Colony,ಲಿಂಗರಾಜಪುರ  ಕೆ ಹೆಚ್‌ ಬಿ ಕಾಲೋನಿ
Lingarajapura/ Lokesh Tent,ಲಿಂಗರಾಜಪುರ/ ಲೋಕೇಶ್ ಟೆಂಟ್
Lingenahalli,ಲಿಂಗೇನಹಳ್ಳಿ
Link Road,ಲಿಂಕ್‌ ರಸ್ತೆ
Lohithanagara,ಲೋಹಿತನಗರ
Lokesh Tent Circle,ಲೋಕೇಶ್‌ ಟೆಂಟ್‌ ವೃತ್ತ
Lottegollahalli,ಲೊಟ್ಟೆ ಗೊಲ್ಲಹಳ್ಳಿ
Loyola School,ಲೊಯೋಲಾ ಸ್ಕೂಲ್
Lumbini International Public School,ಲುಂಬಿನಿ ಇಂಟರ್ನೇಷನಲ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್
Lurdubayi Samudaya Bhavana,ಲೂರ್ದುಬಾಯಿ ಸಮುದಾಯ ಭವನ
M E S College Aradeshanahalli Road,ಎಂ ಇ ಎಸ್ ಕಾಲೇಜ್ ಅರದೇಶನಹಳ್ಳಿ ರಸ್ತೆ
M Gopahalli,ಎಂ ಗೋಪಹಳ್ಳಿ
M Hosahalli Gate,ಎಂ ಹೊಸಹಳ್ಳಿ ಗೇಟ್
M Karenahalli,ಎಂ ಕರೇನಹಳ್ಳಿ
M Medahalli,ಎಂ ಮೇಡಹಳ್ಳಿ
M S Nagara,ಎಂ ಎಸ್ ನಗರ
M Sathyawara,ಎಂ ಸತ್ಯವಾರ
MALUR,ಮಾಲೂರು
MC Donald,ಮ್ಯಾಕ್‌ ಡೊನಾಲ್ಡ್
MC Layout,ಎಂಸಿ ಬಡಾವಣೆ
MD Block,ಎಂಡಿ ಬ್ಲಾಕ್
MEG Centre,ಎಂಇಜಿ ಸೆಂಟರ್
MEI Colony Laggere,ಎಂಇಐ ಕಾಲೋನಿ ಲಗ್ಗೆರೆ
MEI Factory,ಎಂಇಐ ಕಾರ್ಖಾನೆ
MEI Layout,ಎಂಇಐ ಬಡಾವಣೆ
MEI Layout Arch,ಎಂಇಐ ಬಡಾವಣೆ ಆರ್ಚ್
MES College Aradeshanahalli Road,ಎಂಇಎಸ್‌ ಕಾಲೇಜು ಅರದೇಶನಹಳ್ಳಿ ರಸ್ತೆ
MES Road,ಎಂಇಎಸ್‌ ರಸ್ತೆ
MG Road,ಎಂಜಿ ರಸ್ತೆ
MG Road 1,ಎಂಜಿ ರಸ್ತೆ 1
MG Road Electric B Station,ಎಂಜಿ ರಸ್ತೆ ಎಲೆಕ್ಟ್ರಿಕ್‌ ಬಿ ಸ್ಟೇಷನ್
MG Road Metro Station,ಎಂಜಿ ರಸ್ತೆ‌ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
MG Statue,ಎಂಜಿ ಸ್ಟ್ಯಾಚು
MG Statue (Chinnaswamy Stadium),ಂಗ್ ಸ್ಟಟುೆ (ಚಿಂನಸ್ವಮೆ ಸ್ಟದಿುಂ)
MGM School,ಎಂಜಿಎಂ ಸ್ಕೂಲ್
MICO Factory Junction,ಮೈಕೋ ಫ್ಯಾಕ್ಟರಿ ಜಂಕ್ಷನ್
MICO Gate Adugodi,ಮೈಕೋ ಗೇಟ್‌ ಆಡುಗೋಡಿ
MICO Layout BTM,ಮೈಕೊ ಬಡಾವಣೆ  ಬಿಟಿಎಂ
MICO Layout Checkpost Gopalan mall,ಮೈಕೊ ಲೇಔಟ್ ಚೆಕ್ಪೋಸ್ಟ್ ಗೋಪಾಲನ್ ಮಾಲ್
MICO Shramajeevi Colony Arakere,ಮೈಕೋ ‌ ಶ್ರಮಜೀವಿ ಕಾಲೋನಿ ಅರಕೆರೆ
MM Industries,ಎಂಎಂ ಕಾರ್ಖಾನೆ
MM Layout Kavalbyrasandra,ಎಂಎಂ ಬಡಾವಣೆ ಕಾವಲ್‌ ಬೈರಸಂದ್ರ
MM Medicals,ಎಂಎಂ ಮೆಡಿಕಲ್ಸ್
MN Krishna Rao Park,ಎಂಎನ್ ಕೃಷ್ಣ ರಾವ್ ಪಾರ್ಕ್
MP Office Bangalore South,ಂಪ್ ೊೞ್ೞಿಕೆ ಬಙಲೊರೆ ಸೌತ್
MPM Layout,ಎಂಪಿಎಂ ಬಡಾವಣೆ
MR Nursing College,ಎಂಆರ್‌ ನರ್ಸಿಂಗ್‌ ಕಾಲೇಜು
MRB Grand Hotel,ಎಂಆರ್ಬಿ ಗ್ರ್ಯಾಂಡ್ ಹೋಟೆಲ್
MRV Bricks Factory,ಎಂಆರ್‌ವಿ ಇಟ್ಟಿಗೆ ಕಾರ್ಖಾನೆ
MS Building,ಎಂಎಸ್ ಬಿಲ್ಡಿಂಗ್
MS Palya,ಎಂಎಸ್‌ ಪಾಳ್ಯ
MS Ramaiah College,ಎಂಎಸ್‌ ರಾಮಯ್ಯ ಕಾಲೇಜು
MS Ramaiah Hospital,ಎಂಎಸ್‌ ರಾಮಯ್ಯ ಆಸ್ಪತ್ರೆ
MS Ramayya Hospital,ಎಂಎಸ್‌ ರಾಮಯ್ಯ ಆಸ್ಪತ್ರೆ
MTR Hotel,ಎಂಟಿಆರ್ ಹೋಟೆಲ್
MULABAGILU,ಮುಳಬಾಗಿಲು
MV Solar Dabasapete Industrial Area,ಎಂವಿ ಸೋಲಾರ್‌ ದಾಬಸ್ ಪೇಟೆ ಕೈಗಾರಿಕಾ ಪ್ರದೇಶ
MV Solar Dabaspete Industrial Area,ಎಂವಿ ಸೋಲಾರ್ ದಾಬಸ್ ಪೇಟೆ ಕೈಗಾರಿಕಾ ಪ್ರದೇಶ
MVJ College Channasandra,ಎಂವಿಜೆ ಕಾಲೇಜು ಚನ್ನಸಂದ್ರ
MVJ Medical Hospital,ಎಂವಿಜೆ ಮೆಡಿಕಲ್  ಆಸ್ಪತ್ರೆ
Machanahalli Dabaspete,ಮಾಚನಹಳ್ಳಿ ದಾಬಾಸಪೇಟೆ
Machenahalli Dabaspete,ಮಾಚೇನಹಳ್ಳಿ ದಾಬಸ್ ಪೇಟೆ
Machohalli,ಮಾಚೋಹಳ್ಳಿ
Machohalli Colony,ಮಾಚೋಹಳ್ಳಿ ಕಾಲೋನಿ
Machohalli Gate,ಮಾಚೋಹಳ್ಳಿ ಗೇಟ್
Machonayakanahalli,ಮಾಚೋನಾಯಕನಹಳ್ಳಿ
Madagondanahalli,ಮಾದಗೊಂಡನಹಳ್ಳಿ
Madalingapura,ಮಾದಲಿಂಗಾಪುರ
Madanayakanahalli,ಮಾದನಾಯಕನಹಳ್ಳಹಲ್ಲಿ
Madapatna,ಮಾದಪಟ್ಟಣ
Madapatna Cross,ಮಾದಪಟ್ಟಣ ಕ್ರಾಸ್
Madappanahalli,ಮಾದಪ್ಪನಹಳ್ಳಿ
Madappanahalli Cross,ಮಾದಪ್ಪನಹಳ್ಳಿ ಕ್ರಾಸ್
Madapura,ಮಾದಪುರ
Madapura Cross Bidadi,ಮಾದಾಪುರ ಕ್ರಾಸ್‌ ಬಿಡದಿ
Madarasa School,ಮದರಸ ಶಾಲೆ
Madarasa School 1,ಮದರಸ ಶಾಲೆ 1
Madavara,ಮಾದವರ
Madavara Metro Station,ಮಾದವರ ಮೆಟ್ರೊ ಸ್ಟೇಷನ್
Madavara NICE Road,ಮಾದವರ ನೈಸ್ ರೋಡ್
Madavara Village,ಮಾದಾವರ ಗ್ರಾಮ
Madhavan Park,ಮಾಧವನ್‌ ಪಾರ್ಕ್
Madhugirihalli,ಮಧುಗಿರಿಹಳ್ಳಿ
Madhura Nagara,ಮಧುರ ನಗರ
Madhura Nagara Hostel,ಮಧುರ ನಗರ ಹಾಸ್ಟೆಲ್
Madhure Village,ಮಧುರೆ ಗ್ರಾಮ
Madivala,ಮಡಿವಾಳ
Madivala Masidi,ಮಡಿವಾಳ ಮಸೀದಿ
Madugirihalli,ಮದುಗಿರಿಹಳ್ಳಿ
Maduranahosahalli,ಮಧುರನಹೊಸಹಳ್ಳಿ
Magadi,ಮಾಗಡಿ
Magadi Road Metro Station,10ತ್ ಕ್ರಾಸ್ ಮಾಗಡಿ ರೋಡ್
Magadi Road TollGate,ಮಾಗಡಿ ರಸ್ತೆ ‌ ಟೋಲ್ ಗೇಟ್
Magadi Road Tollgate,ಮಾಗಡಿ ರಸ್ತೆ ‌ ಟೋಲ್ ಗೇಟ್
Mahadeshwara Badavane,ಮಹದೇಶ್ವರ ಬಡಾವಣೆ
Mahadeshwara Nagara,ಮಹದೇಶ್ವರ ನಗರ
Mahadeva Kodigehalli,ಮಹದೇವ ಕೊಡಿಗೆಹಳ್ಳಿ
Mahadevana Doddy Colony,ಮಹದೇವನದೊಡ್ಡಿ ಕಾಲೋನಿ
Mahadevanana Doddy,ಮಹದೇವನದೊಡ್ಡಿ
Mahadevapura,ಮಹದೇವಪುರ
Mahadevapura Ring Road,ಮಹದೇವಪುರ ವರ್ತುಲ ರಸ್ತೆ
Mahal Chowdadenahalli,ಮಹಲ್ ಚೌಡದೇನಹಳ್ಳಿ
Mahalakshmi Bakery Banashankari 9th Block,ಮಹಲಕ್ಷ್ಮಿ ಬಕೆರೆ ಬನಶಂಕರಿ 9ತ್ ಬ್ಲೊಕ್ಕ್
Mahalakshmi Layout,ಮಹಾಲಕ್ಷ್ಮಿ ಬಡಾವಣೆ
Mahalakshmi Layout Entrance,ಮಹಾಲಕ್ಷ್ಮಿ ಬಡಾವಣೆ ಎಂಟ್ರೆನ್ಸ್
Mahanthalingapura,ಮಹಂತಲಿಂಗಾಪುರ
Maharaja Signal,ಮಹಾರಾಜ ಸಿಗ್ನಲ್
Maharani College,ಮಹಾರಾಣಿ ಕಾಲೇಜ್
Mahathma Vidhyalaya Muttanalluru,ಮಹಾತ್ಮ ವಿದ್ಯಾಲಯ ಮುತ್ತನಲ್ಲೂರು
Mahesh Medicals,ಮಹೇಶ್‌ ಮಡಿಕಲ್ಸ್
Mahila Seva Samaja,ಮಹಿಳಾ ಸೇವಾ ಸಮಾಜ
Mahimapura Temple,ಮಹಿಮಾಪುರ ದೇವಸ್ಥಾನ
Majara Hosahalli,ಮಜರಾ ಹೊಸಹಳ್ಳಿ
Majara Hosahalli Cross,ಮಜರಾ ಹೊಸಹಳ್ಳಿ ಕ್ರಾಸ್
Makali,ಮಾಕಳಿ
Makali Cross,ಮಾಕಳಿ ಕ್ರಾಸ್‌
Makali Cross Madhure Road,ಮಾಕಳಿ ಕ್ರಾಸ್‌ ಮಧುರೆ ರಸ್ತೆ
Makali Govt High School,ಮಾಕಳಿ ಸರ್ಕಾರಿ ಫ್ರೌಡಶಾಲೆ
Makanahalli,ಮಾಕನಹಳ್ಳಿ
Makanahalli 1st stop,ಮಾಕನಹಳ್ಳಿ 1ನೇ ನಿಲ್ದಾಣ
Makanahalli Cross,ಮಾಕನಹಳ್ಳಿ ಕ್ರಾಸ್
Makkala Koota,ಮಕ್ಕಳ ಕೂಟ
Malagala,ಮಾಳಗಾಳ
Malagala 1,ಮಾಳಗಾಳ 1
Malenahalli Bidaraguppe,ಮಾಲೇನಹಳ್ಳಿ ಬಿದರಗುಪ್ಪೆ
Malenallasandra,ಮಳೆನಲ್ಲಸಂದ್ರ
Malenallasandra Junction,ಮಲೆನಲ್ಲಸಂದ್ರ ಜಂಕ್ಷನ್
Maligenahalli Bidaluru,ಮಲ್ಲಿಗೇನಹಳ್ಳಿ ಬಿದಲೂರು
Maligenahalli Cross,ಮಲ್ಲಿಗೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Maligondanahalli,ಮಳಿಗೊಂಡನಹಳ್ಳಹಲ್ಲಿ
Mallaiahnapalya,ಮಲ್ಲಯ್ಯನಪಾಳ್ಯ
Mallapura,ಮಲ್ಲಾಪುರ
Mallapura 1,ಮಲ್ಲಾಪುರ 1
Mallapura Cross,ಮಲ್ಲಾಪುರ ಕ್ರಾಸ್
Mallarabanavadi,ಮಲ್ಲರಬಾಣವಾಡಿ
Mallarabanavadi Cross,ಮಲ್ಲರಬಾಣವಾಡಿ ಕ್ರಾಸ್
Mallasandra,ಮಲ್ಲಸಂದ್ರ
Mallasandra Bagalakunte,ಮಲ್ಲಸಂದ್ರ ಬಾಗಲಕುಂಟೆ
Mallasandra Health Center,ಮಲ್ಲಸಂದ್ರ ಆರೋಗ್ಯ ಕೆಂದ್ರ
Mallasandra Poorvankara Apartment,ಮಲ್ಲಸಂದ್ರ ಪೂರ್ವಂಕರ ಅಪಾರ್ಟ್ ಮೆಂಟ್
Mallathahalli,ದೀಪ ಕಾಂಪ್ಲೆಕ್ಸ್
Mallathahalli Cross,ಮಲ್ಲತ್ತಹಳ್ಳಿ ಕ್ರಾಸ್
Mallayappanahalli,ಮಲ್ಲಯಪ್ಪನಹಳ್ಳಿ
Malleshpalya,ಮಲ್ಲೇಶ್ ಪಾಳ್ಯ
Malleshpalya New Bus Station,ಮಲ್ಲೇಶ್ ಪಾಳ್ಯ ಹೊಸ ಬಸ್‌ ನಿಲ್ದಾಣ
Malleshwara 11th Cross,ಮಲ್ಲೇಶ್ವರ 11ನೇ ಅಡ್ಡರಸ್ತೆ
Malleshwara 13th Cross,ಮಲ್ಲೇಶ್ವರ 13ನೇ ಅಡ್ಡರಸ್ತೆ
Malleshwara 15th Cross,ಮಲ್ಲೇಶ್ವರ 15ನೇ ಅಡ್ಡರಸ್ತೆ
Malleshwara 18th Cross,ಮಲ್ಲೇಶ್ವರ 18ನೇ ಅಡ್ಡ ರಸ್ತೆ
Malleshwara 8th Cross,ಮಲ್ಲೇಶ್ವರ 8ನೇ ಅಡ್ಡರಸ್ತೆ
Malleshwara 8th Cross (Sampige Road),ಮಲ್ಲೆಶ್ವರ 8ತ್ ಕ್ರೊಸ್ಸ್ (ಸಂಪಿಗೆ ರೊದ್)
Malleshwara Bus Stand,ಮಲ್ಲೇಶ್ವರ ಬಸ್ ನಿಲ್ದಾಣ
Malleshwara Circle,ಮಲ್ಲೇಶ್ವರ ವೃತ್ತ್
Malleshwara Railway Station,ಮಲ್ಲೇಶ್ವರ ರೈಲು ನಿಲ್ದಾಣ
Malleshwaram 11th Cross,ಮಲ್ಲೆಶ್ವರಂ 11ತ್ ಕ್ರೊಸ್ಸ್
Malleshwaram 13th Cross,ಮಲ್ಲೆಶ್ವರಂ 13ತ್ ಕ್ರೊಸ್ಸ್
Malleshwaram 15th Cross,ಮಲ್ಲೆಶ್ವರಂ 15ತ್ ಕ್ರೊಸ್ಸ್
Malleshwaram 18th Cross,ಮಲ್ಲೇಶ್ವರಂ 18ನೇ ಅಡ್ಡರಸ್ತೆ
Malleshwaram11th Cross,ಮಲ್ಲೆಶ್ವರಂ11ತ್ ಕ್ರೊಸ್ಸ್
Mallige Hospital,ಮಲ್ಲಿಗೆ ಆಸ್ಪತ್ರೆ
Malligenahalli Cross,ಮಲ್ಲಿಗೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Mallimakanapura,ಮಲ್ಲಿಮಾಕನಪುರ
Mallipalya,ಮಲ್ಲಿ ಪಾಳ್ಯ
Mallohalli,ಮಲ್ಲೋಹಳ್ಳಿ
Mallohalli Cross,ಮಲ್ಲೋಹಳ್ಳಿ ಕ್ರಾಸ್
Mallohallipalya,ಮಲ್ಲೋಹಳ್ಳಿಪಾಳ್ಯ
Malluru,ಮಲ್ಲೂರು
Malya Adhithi School,ಮಲ್ಯ ಅಧಿತಿ  ಶಾಲೆ
Managal,ಮನಗಲ್
Managanahalli Kankapura Road,ಮನಗನಹಳ್ಳಿ ಕನಕಪುರ ರಸ್ತೆ
Manasa Nagara,ಮಾನಸ ನಗರ
Manchanabele Colony,ಮಂಚನಬೆಲೆ ಕಾಲನಿ
Manchanabele Dam Cross,ಮಂಚನಬೆಲೆ ಡ್ಯಾಮ್‌ ಕ್ರಾಸ್
Manchanabele School,ಮಂಚನಬೆಲೆ‌ ಶಾಲೆ
Manchanahalli,ಮಂಚನಹಳ್ಳಿ
Manchanahalli Cross,ಮಂಚನಹಳ್ಳಿ ಕ್ರಾಸ್
Manchanayakanahalli Gate,ಮಂಚನಾಯಕನಹಳ್ಳಿ ಗೇಟ್
Manchappanahalli Cross,ಮಂಚಪ್ಪನಹಳ್ಳಿ ಕ್ರಾಸ್
Manchappanahalli Gate,ಮಂಚಪ್ಪನಹಳ್ಳಿ ಗೇಟ್
Manchappanahalli Gate 1,ಮಂಚಪ್ಪನಹಳ್ಳಿ ಗೇಟ್ 1
Manchappanahalli Village,ಮಂಚಪ್ಪನಹಳ್ಳಿ ಗ್ರಾಮ
Manchegowdanapalya,ಮಂಚೇಗೌಡನಪಾಳ್ಯ
Manchenahalli,ಮಂಚೇನಹಳ್ಳಿ
Mandibele,ಮಂಡಿಬೆಲೆ
Mandibele Cross,ಮಂಡಿಬೆಲೆ ಕ್ರಾಸ್
Mandigere,ಮಂಡಿಗೆರೆ
Mangammanapalya,ಮಂಗಮ್ಮನ ಪಾಳ್ಯ
Manganahalli,ಮಂಗನಹಳ್ಳಿ
Manganahalli Cross,ಮಂಗನಹಳ್ಳಿ ಕ್ರಾಸ್
Maniksha Parade Ground,ಮಾಣಿಕ್‌ ಶಾ ಪೆರೇಡ್‌ ಮೈದಾನ
Manipal Centre,ಮಣಿಪಾಲ್‌ ಸೆಂಟರ್
